Title,URL,Snippets,Location,Category,Award,Date
"Knowledge SUCCESS (Strengthening Use, Capacity, Collaboration, Exchange, Synthesis, and Sharing) APS ",https://grants.gov/search-results-detail/306385," 
The United States Agency for International Development (USAID) seeks concept papers from qualified applicants. This Annual Program Statement (APS) publicizes the intention of the United States Government (USG), as represented by the USAID, Bureau for Global Health (GH), to fund one or multiple awards to address the overarching APS Program Purpose of improving and strengthening programs and services by supporting increased utilization of evidence-based information in global health programming to advance global health goals. Grants and/or cooperative agreements may result from this APS.  Please see the ""Related Documents"" tab for the full APS and Round postings.
 
 
 
This APS provides prospective applicants with a fair opportunity to develop and submit competitive applications to USAID for potential funding. 
 

 
Round 1:
 
Applicants will first submit a Concept Paper that will be reviewed for responsiveness to the purpose of this APS, and intermediate results of Round 1 -- evaluated according to the evaluation criteria provided in Section V. Applicants who are successful in the Concept Paper stage will be invited to join a co-creation workshop. Others with expertise in relevant technical areas may also be invited to join the co-creation workshop. Following the co-creation process, selected applicants (individual organizations and/or consortia developed during co-creation) will be requested to submit a Full Application, the content and format to be provided in greater detail by the Agreement Officer. Publishing this APS does not commit USAID to make any awards.  USAID also reserves the right to not conduct a co-creation workshop and request Full Applications from the applicants successful at concept paper stage.
 

 

 
This APS will remain open from June 19, 2018 to June 18, 2028. USAID will review concept papers in at least one round.  The following schedule details when concept papers will be due for each round:
 
 
 
First round: July 9, 2018 at 10:00 am EST
 
 
 
Second round: TBD
 
 
 
Questions Deadlines before the First Submission of Concept Papers (Round 1):  June 25, 2018 at 12:00 pm EST.
 

 

 
If additional rounds of concept papers will be accepted, this APS will be amended to include those rounds’ submission dates and relevant points of contact.  For Round 1, the point of contact is Samantha Pierre, Agreement Officer, at spierre@usaid.gov. 
 

 

 
As soon as all available funding has been committed, the USG reserves the right to close or amend the APS application process on or before the end date of June 18, 2028. Organizations are therefore encouraged to apply as soon as possible to be considered for review in Round 1 to maximize the possibility of available funding.   
 

 

 

 
Issuance of this APS does not constitute an award or commitment on the part of the USG, nor does it commit the USG to pay for costs incurred in the preparation and submission of a concept paper or an application.  The actual number of awards under this APS is subject to the availability of funds and the viability of applications received. Accordingly, USAID reserves the right to award multiple awards or no awards at all through this APS.  ",Nationwide,Health,35000000,"Jun 18, 2028 12:00:00 AM EDT"
Patient-Clinician Relationship: Improving Health Outcomes in Populations that Experience Health Care Disparities (R01 Clinical Trial Optional),https://grants.gov/search-results-detail/336579,"NIMHD intends to support innovative multi-disciplinary (such as behavioral, biological, environmental, social, cultural) and multi-level (e.g., patient, clinician, interpersonal, community) research designed to understand and address how optimizing patient-clinician relationships/communication affects health care outcomes for patients from populations with health disparities.",Nationwide,Health,none,"Jan 07, 2025 12:00:00 AM EST"
Small business grants in February 2024 - The Business Journals,https://www.bizjournals.com/bizjournals/news/2024/01/31/small-business-grants-february-2024-doordash.html,"The $10,000 Boss Impact Fund is just one of the grant opportunities for small businesses in February 2024. Small-businesses owners are more optimistic about 2024 as recession worries fade and ...",Kentucky,Small Business Grants,,
"Interventions for Stigma Reduction to Improve HIV/AIDS Prevention, Treatment and Care in Low- and Middle- Income Countries (R01 - Clinical Trial Optional)",https://grants.gov/search-results-detail/348051,"To develop and/or pilot test interventions for HIV/AIDS-associated stigma and its outcome on the prevention and treatment of HIV/AIDS and on the quality of life of People Living with HIV/AIDS (PLWH). Specifically, this initiative will support research on or leading to interventions to address a) innovation in measurement of HIV-associated stigma and of other intersecting stigmas due to multiple morbidities to develop better interventions, b) stigma and adolescent and/or youth health, c) effects of stigma on family members or care givers of PLWH, and on the aging PLWH, d) novel stigma reduction interventions that link to increase in care-seeking behavior and/or decrease in transmission and e) coping with the complexity of added burden of stigmatization due to HIV and to one or more comorbidities/coinfections.",Nationwide,Education,400000,"Dec 22, 2025 12:00:00 AM EST"
Basic Research in Cancer Health Disparities (R01 Clinical Trial Not Allowed),https://grants.gov/search-results-detail/335529,"This Funding Opportunity Announcement (FOA) encourages grant applications from investigators interested in conducting basic, mechanistic research into the biological/genetic causes of cancer health disparities. These research project grants will support innovative studies designed to investigate biological/genetic bases of cancer disparities, such as (1) mechanistic studies of biological factors associated with cancer disparities, including those related to basic research in cancer biology or cancer prevention strategies, (2) the development and testing of new methodologies and models, and (3) secondary data analyses. This FOA is also designed to aid and facilitate the growth of a nationwide cohort of scientists with a high level of basic research expertise in cancer health disparities research who can expand available resources and tools, such as biospecimens, patient derived models, and methods that are necessary to conduct basic research in cancer health disparities.",Nationwide,Education,none,"Sep 07, 2024 12:00:00 AM EDT"
Bidirectional Influences Between Adolescent Social Media Use and Mental Health (R21 Clinical Trial Optional),https://grants.gov/search-results-detail/350825,"This Notice of  Funding Opportunity (NOFO) focuses on understanding bidirectional relationships between social media use and adolescent mental health, psychiatric symptoms, and risk or resilience for psychopathology. For the purposes of this NOFO, social media are defined as internet-based communication platforms and applications that enable interactions between users by sharing or consuming information. The NOFO focuses on adolescents (broadly defined here as 10-20 years of age), who have increasing access to social media and greater autonomy in their use of digital platforms. No effectiveness/efficacy trials will be accepted.",Nationwide,Health,275000,"Mar 01, 2024 12:00:00 AM EST"
Effectiveness of Implementing Sustainable Evidence-Based Mental Health Practices in Low-Resource Settings to Achieve Mental Health Equity for Traditionally Underserved Populations (R01 Clinical Trial Optional),https://grants.gov/search-results-detail/345276,"This Funding Opportunity Announcement (FOA) encourages studies that develop and test the effectiveness of strategies for implementation and sustainable delivery of evidence-based mental health treatments and services to improve mental health outcomes for underserved populations in under-resourced settings in the United States. Studies should identify and use innovative approaches to remediate barriers to provision, receipt, and/or benefit from evidence-based practices (EBPs) and generate new information about factors integral to achieving equity in mental health outcomes for underserved populations. Research generating new information about factors causing/reducing disparities are strongly encouraged, including due consideration of the needs of individuals across the life span.",Nationwide,Health,none,"Jul 05, 2024 12:00:00 AM EDT"
"Interventions to expand cancer screening and preventive services to ADVANCE health in populations that experience health disparities (R01, Clinical Trial Required)",https://grants.gov/search-results-detail/347630,"The Office of Disease Prevention (ODP) and participating National Institutes of Health (NIH) Institutes, Centers, and Offices (ICs) are issuing this R01 to solicit applications to address barriers and facilitators that impede use or uptake of cancer screening and preventive services in populations that experience health disparities. 
Interventions should include screening, preventive services, or other healthcare processes, including timely follow-up of abnormal findings, and referral to accessible care. Projects are encouraged to leverage collaborations with community partners and service providers. Interventions should address barriers and facilitators at two or more of the following levels: patient, clinician, healthcare setting, and neighborhood/community. Specific research interests of participating NIH ICs are detailed within.",Nationwide,Education,none,"Jan 07, 2027 12:00:00 AM EST"
"Systems-Level Risk Detection and Interventions to Reduce Suicide, Ideation, and Behaviors in Youth from Underserved Populations (R01 Clinical Trial Optional)",https://grants.gov/search-results-detail/350072,"The purpose of this R01 NOFO is to provide resources for evaluating the feasibility, acceptability, and safety of novel approaches that are uniquely tailored to the risk profiles of these populations, that will improve outcomes and modify health risk behavior. Resources may also be used for obtaining the preliminary data needed as a prerequisite to a larger-scale (efficacy or effectiveness) services study. The goal of the R01 NOFO is to support research that develops and tests broadly implementable service system interventions to rapidly identify and effectively respond to reduce suicide and suicidal behavior in various groups of at-risk youth. Specifically, the goals of this NOFO are to: 1) develop a multi-level service system intervention that coordinates suicide risk identification, evaluation, and linkage to needed treatment and services for a specifically identified at-risk youth group; 2) test the feasibility and effectiveness of the intervention in detecting and reducing suicide risk and suicidal behavior in the at-risk youth group; and 3) demonstrate the intervention's implementation and potential for future uptake in underserved, under-resourced community settings where additional at-risk youth are most likely to receive care. The ultimate goal of this NOFO is to develop and test the effectiveness of evidence-based strategies for detecting and preventing suicide and suicidal behavior among at-risk youth. It focuses on systems interventions to improve outcomes for youth and is not intended to support the development of new screening tools or assessment instruments.",Nationwide,Health,none,"Feb 20, 2024 12:00:00 AM EST"
159 are candidates for 2024 Minnesota Teacher of the Year,https://educationminnesota.org/news/press-release/2024-minnesota-teacher-of-the-year-candidates/,"651-247-5539 (cell) SAINT PAUL, Minnesota, Jan. 26, 2024 – The 2024 Minnesota Teacher of the Year will be chosen from a field of 159 candidates. These candidates have accepted their nominations and completed the required materials to become eligible for the honor. The 159-candidate field represents the third-largest field since 2000.",Minnesota,Educators and Educational Institutions Grants,,
Innovative Mental Health Services Research Not Involving Clinical Trials (R01 Clinical Trials Not Allowed),https://grants.gov/search-results-detail/345280,"The purpose of this funding announcement is to encourage innovative research that will inform and support the delivery of high-quality, continuously improving mental health services to benefit the greatest number of individuals with, or at risk for developing, a mental illness. This announcement invites applications for non-clinical trial R01-level projects that address NIMH strategic priorities for mental health services research.",Nationwide,Health,none,"Jul 05, 2024 12:00:00 AM EDT"
Translational Research in Maternal and Pediatric Pharmacology and Therapeutics (R21 Clinical Trial Optional),https://grants.gov/search-results-detail/346551,"The purpose of this funding opportunity announcement (FOA) is to support translational and clinical research to (1) advance precision medicine in pregnant persons, lactating persons, and children through the development of novel tools, models, and other technologies that could have a direct clinical or health impact; (2) enhance the understanding of the underlying mechanisms of drug action, including the role of pediatric ontogeny and the dynamic physiological changes that occur during pregnancy and lactation; and (3) discover and develop novel therapeutics or enhance the usage of existing drugs or drug repurposing for safer and more effective medications in pregnant and lactating persons, neonates, and children. The overall goal is to improve safe and effective precision therapeutics for pregnant and lactating persons, fetuses, neonates, and children, including those with disabilities.",Nationwide,Education,225000,"May 07, 2026 12:00:00 AM EDT"
AHRQ Mentored Research Scientist  Career Development Award (K01),https://grants.gov/search-results-detail/343746,"The primary purpose of the AHRQ Mentored Research Scientist Career Development Awards (K01) program is to help ensure that a diverse pool of highly trained scientists is available in appropriate scientific disciplines to address the Nation's health services research needs. This AHRQ program provides support and protected time to individuals with a research doctoral degree for an intensive, supervised research career development experience in health services research. The K01 award can be used both by individuals who propose to newly embark in health services research training and those who had a hiatus in their research careers because of illness or family circumstances.",Nationwide,Health,none,"Nov 09, 2025 12:00:00 AM EST"
Modular R01s in Cancer Control and Population Sciences (R01 Clinical Trial Optional),https://grants.gov/search-results-detail/351878,"This Notice of Funding Opportunity (NOFO) encourages applications for research in cancer control and population sciences. The overarching goal is to provide support to promote research efforts on novel scientific ideas that have the potential to substantially advance cancer research in statistical and analytic methods, epidemiology, cancer survivorship, cancer-related behaviors and behavioral interventions, healthcare delivery, and digital health and data science, and implementation science.",Nationwide,Education,250000,"Nov 05, 2024 12:00:00 AM EST"
"Specialized Programs of Research Excellence (SPOREs) in Human Cancers for Years 2024, 2025, and 2026 (P50 Clinical Trial Required)",https://grants.gov/search-results-detail/350299,"Through this funding opportunity announcement (FOA), the National Cancer Institute (NCI) invites applications for P50 Research Center Grants for Specialized Programs of Research Excellence (SPORE). The program will fund P50 SPORE grants to support state-of-the-art investigator-initiated translational research that will contribute to improved prevention, early detection, diagnosis, and treatment of an organ-specific cancer or a highly related group of cancers. For the purpose of this FOA, a group of highly related cancers are those that are derived from the same organ system, such as gastrointestinal, neuroendocrine, head and neck, and other cancers. Other programmatically appropriate groups of cancers may include those centered around a common biological mechanism critical for promoting tumorigenesis and/or cancer progression in organ sites that belong to different organ systems. For example, a SPORE may focus on cancers caused by the same infectious agent or cancers promoted and sustained by dysregulation of a common signaling pathway. In addition, a SPORE may focus on cross-cutting themes such as pediatric cancers or cancer health disparities. The research supported through this program must be translational and must stem from research on human biology using cellular, molecular, structural, biochemical, and/or genetic experimental approaches. SPORE projects must have the goal of reaching a translational human endpoint within the project period of the grant.",Nationwide,Education,none,"Sep 25, 2026 12:00:00 AM EDT"
Silvio O. Conte Centers for Basic Neuroscience or Translational Mental Health Research (P50 Clinical Trial Optional),https://grants.gov/search-results-detail/340764,"This Funding Opportunity Announcement (FOA) encourages applications for Silvio O. Conte Centers for Basic Neuroscience or Translational Mental Health Research. The NIMH seeks teams of researchers working at different levels of analysis and employing integrative, novel, and creative experimental approaches to address high-risk, high-impact questions with the primary objectives of: (a) advancing the state of the science in basic brain and behavior research that will uncover and dissect the underlying mechanisms that will ultimately provide the foundation for understanding mental disorders; (b) supporting the integration and translation of basic and clinical neuroscience research on severe mental illnesses; and/or (c) advancing our understanding of the neurobehavioral developmental mechanisms and trajectories of psychopathology that begin in childhood and adolescence. The Conte Centers program is intended to support interdisciplinary basic neuroscience or translational research that demonstrates an extraordinary level of synergy, integration, and potential for advancing the state of the field. This program is intended only for projects that could not be achieved using other, more standard grant mechanisms.",Nationwide,Health,2000000,"Jun 09, 2025 12:00:00 AM EDT"
Apply Now: Workforce Training Grant for Nonprofits | Colorado Workforce ...,https://cwdc.colorado.gov/blog-post/apply-now-workforce-training-grant-for-nonprofits,"Apply Now: Workforce Training Grant for Nonprofits. Aug. 1, 2023 - The CWDC is providing grants from $30,000 and up to $300,000 in funding to 501 (c)3 organizations to expand or launch training programs for workforce development.",Colorado,Government Organization Grants,,
"ASHFoundation - Apply for Grants, Scholarships, and Awards",https://www.ashfoundation.org/apply/,"Supports student research studies in clinical and/or rehabilitative audiology. For: Students (enrolled full time in doctoral (research or clinical) degree programs in audiology or hearing science in the U.S.) Award: Up to three grants of $2,000 each. Deadline: April 17, 2024; program opens soon.",Mississippi,Graduate School Student Grants,,
2024 Alumni Engagement Innovation Fund,https://grants.gov/search-results-detail/351199,"The Embassy of the United States in Bosnia and Herzegovina announces an open competition for past participants (“alumni”) of U.S. government-funded and U.S. government-sponsored exchange programs from Bosnia and Herzegovina (BiH) to submit applications to the 2024 Alumni Engagement Innovation Fund (AEIF 2024). We seek proposals from teams of at least two alumni that meet all program eligibility requirements below. Exchange alumni interested in participating in AEIF 2024 should submit proposals to SarajevoPDSGrants@state.gov by February 20, 2024, 23:59 CET.Program Objectives:AEIF provides alumni of U.S. government-sponsored and facilitated exchange programs with funding to expand on skills gained during their exchange experience to design and implement innovative solutions to global challenges facing their community. Since its inception in 2011, AEIF has funded nearly 500 alumni-led projects around the world through a competitive global competition.",Nationwide,Education,35000,"Feb 20, 2024 12:00:00 AM EST"
Service Area Competition-Additional Area,https://grants.gov/search-results-detail/351560,"This notice announces the opportunity to apply for funding under the Health Center Program’s Service Area Competition-Additional Area (SAC-AA). The Health Center Program supports domestic public or private, nonprofit community-based and patient-directed organizations that provide primary health care services to the Nation’s medically underserved populations. The purpose of the SAC-AA notice of funding opportunity (NOFO) is to ensure continued access to comprehensive, culturally competent, high-quality primary health care services for communities and populations currently served by the Health Center Program.",Nationwide,Health,0,"Feb 20, 2024 12:00:00 AM EST"
Tobacco Regulatory Science (R01 Clinical Trial Optional),https://grants.gov/search-results-detail/347922,"The purpose of this Notice of Funding Opportunity Announcement (NOFO) is to invite R01 applications to support biomedical and behavioral research that will provide scientific data to inform the regulation of tobacco products to protect public health. Research Projects must address the research priorities related to the regulatory authority of the Food and Drug Administration (FDA) Center for Tobacco Products (CTP). The awards under this NOFO will be administered by NIH using funds that have been made available through FDA CTP and the Family Smoking Prevention and Tobacco Control Act (P.L. 111-31). Research results from this NOFO are expected to generate findings and data that are directly relevant to informing the FDA's regulation of the manufacture, distribution, and marketing of tobacco products to protect public health.",Nationwide,Education,500000,"May 04, 2025 12:00:00 AM EDT"
Innovative Pilot Mental Health Services Research Not Involving Clinical Trials (R34 Clinical Trial Not Allowed),https://grants.gov/search-results-detail/345396,"Reissue of PAR-19-189. The purpose of this funding announcement is to encourage pilot research that is not an immediate precursor to testing a service intervention but is consistent with NIMH priorities for services research. While NIMH now requires use of an experimental therapeutics model for all intervention studies, there is recognition that some mission-relevant areas of services research do not involve clinical trials.",Nationwide,Health,none,"May 07, 2025 12:00:00 AM EDT"
Pilot and Feasibility Trials on the Integration of Social and Medical Care for Type 1 Diabetes Mellitus (R01 Clinical Trial Required),https://grants.gov/search-results-detail/345248,"The purpose of this NIDDK Funding Opportunity Announcement (FOA) is to support pilot and feasibility trials to test pragmatic interventions that include screening for adverse social determinants of health (SDoH) and referring or providing resource service linkages for social services within the healthcare setting for individuals living with type 1 diabetes. The pilot trials will determine 1) feasibility of screening for social risks and implementing referral service linkages (e.g., connecting persons in need to appropriate transportation, housing, food, etc. resources) within the context of a healthcare encounter, and 2) preliminary signals of the interventions impact on both the social risk(s) and type 1 diabetes (T1D) specific outcomes such as glycemic control. The overarching goal of this FOA is to stimulate collaborations between healthcare systems, community-based organizations, and social service entities for testing and advancing effective interventions which integrate social care and medical care to reduce health disparities in T1D.",Nationwide,Food and Nutrition,350000,"Feb 29, 2024 12:00:00 AM EST"
Autism Field-Initiated Innovative Research Studies (Autism FIRST),https://grants.gov/search-results-detail/349431,"This notice announces the opportunity to apply for funding under the FY 2024 Autism Field-Initiated Innovative Research Studies (Autism FIRST) program. The purpose of the Autism FIRST program is to support empirical research that advances the evidence on early screening and interventions to improve the health and well-being of children, adolescents, and young adults with autism and other developmental disabilities (DD) across the lifespan. The Autism FIRST program aims to achieve this goal by testing the implementation of new and/or innovative strategies that address critical issues affecting the health and receipt of related health services among children, adolescents, and young adults with autism/DD, with a special focus on addressing the needs of underserved populations. The Autism FIRST program objectives to be accomplished during the period of performance are to: • Generate new evidence to address the needs of underserved autistic/DD populations for whom there is limited evidence of the effectiveness of interventions, and limited access to screening, diagnosis, and treatment for autism/DD; • Conduct and disseminate findings from applied and/or translational research on critical and emerging autism/DD issues using a research design including collection of primary data among underserved populations, with a special focus on children, adolescents, and young adults up to the age of 26. • Inform public health efforts to improve delivery of health and related services through studies that are generalizable and replicable for underserved autism/DD populations; and • Align research with MCHB’s Strategic Research Issues and Blueprint for Change, with an emphasis on promoting health equity, family and child well-being and quality of life, and access to services; For more details, see Program Requirements and Expectations",Nationwide,Health,300000,"Apr 03, 2024 12:00:00 AM EDT"
Commercial Fishing Occupational Safety Training Project Grants (T03),https://grants.gov/search-results-detail/334972,"The goal of the training grant program is to enhance the quality and availability of safety training for United States commercial fishermen. Availability includes the frequency, geographic considerations, channels or partners of dissemination, culturally and/or educational appropriate training material, and other characteristics of a successful training program. As a result, the Coast Guard and NIOSH invite applications to support the development and implementation of training
and education programs that:


	develop and deliver training which addresses the needs of commercial fishermen in the United States
	provide qualified marine safety instructors, or otherwise accepted by the National Maritime Center instructors and faculty to conduct the training
	evaluate the effectiveness and impact of the training program on reducing injuries among fishermen
	coordinate with existing training programs and partnerships with industry fishermen, and agencies
	conform to 46 U.S.C. § 4502 (i) Safety Standards for commercial fishing safety training



In order to support and administer the grant program, the Coast Guard and NIOSH signed a Memorandum of Understanding on May 17, 2018. While the Coast Guard, along with the Occupational Safety and Health Administration (OSHA), provides regulatory oversight for safety and health matters within the commercial fishing industry, NIOSH is an agency operating under the Centers for Disease Control and Prevention (CDC) with the mission of generating new knowledge in occupational safety and health and transferring that knowledge into practice to prevent worker injury, illness and death. NIOSH conducts and funds scientific research, develops methods to prevent occupational hazards, develops guidance and authoritative recommendations, translates scientific knowledge into products and services, disseminates information, identifies factors underlying work-related disease and injury and responds to requests for workplace health hazard evaluations.",Nationwide,Health,975000,"Jan 31, 2028 12:00:00 AM EST"
Mentored Quantitative Research Development Award (Parent K25 Independent Clinical Trial Required),https://grants.gov/search-results-detail/326892,"The purpose of the Mentored Quantitative Research Career Development Award (K25) is to attract to NIH-relevant research those investigators whose quantitative science and engineering research has thus far not been focused primarily on questions of health and disease. The K25 award will provide support and ""protected time"" for a period of supervised study and research for productive professionals with quantitative (e.g., mathematics, statistics, economics, computer science, imaging science, informatics, physics, chemistry) and engineering backgrounds to integrate their expertise with NIH-relevant research. This Funding Opportunity Announcement (FOA) is designed specifically for applicants proposing to serve as the lead investigator of an independent clinical trial, a clinical trial feasibility study, or a separate ancillary clinical trial, as part of their research and career development. Applicants not planning an independent clinical trial, or proposing to gain research experience in a clinical trial led by another investigator, must apply to companion FOA.",Nationwide,Education,none,"May 07, 2024 12:00:00 AM EDT"
Administration of the Dwight David Eisenhower Transportation Fellowship Program (DDETFP) Local Competition at Designated Institutions of Higher Education,https://grants.gov/search-results-detail/352016,"The purpose of the Dwight David Eisenhower Transportation Fellowship Program (DDETFP) Local Competition is to stimulate interest among students attending an Institution of Higher Education (IHE) that is a Minority Serving Institution (MSI) or community college to: conduct transportation-related research, pursue transportation-related degrees, enter the transportation workforce, and enhance the breadth, scope and diversity of knowledge of the entire transportation community in the United States. The DDETFP Local Competition provides funding for students to pursue associate, bachelor's, master's, and doctoral degrees in transportation-related disciplines in all modes of transportation. The MSIs and community colleges are encouraged to apply to administer the DDETFP Local Competition at their IHE. The IHE must be accredited by a federally-recognized accrediting agency and must be located within the United States or its territories.",Nationwide,Education,50000,"Mar 15, 2024 12:00:00 AM EDT"
Apply | Connecticut Space Grant Consortium,https://ctspacegrant.org/apply,Rock-On-Workshop (2024 student application coming soon) Community College Quadcopter Challenge (2023/2024 Challenge Date: 04/19/2024) Faculty. Faculty Research Grant; Faculty Project Grant; Faculty STEM Education Research Grant; Faculty STEM Education Programming Grant; Faculty Travel Grant; Curriculum Development Grant,Connecticut,Educators and Educational Institutions Grants,,
Health Home for Children with Medically Complex Conditions,https://grants.gov/search-results-detail/343826,The purpose of this Notice of Funding Opportunity (NOFO) “Health Home for Children with Medically Complex Conditions” is to award a planning grant for activities related to the development of a State Plan Amendment (SPA) pursuant to section 1945A of the Social Security Act (the Act) directed to children with medically complex conditions in order to plan and develop this health home model.,Nationwide,Health,100000,"Apr 01, 2024 12:00:00 AM EDT"
Comprehensive Alcohol-HIV/AIDS Research Center (P60 Clinical Trial Optional),https://grants.gov/search-results-detail/350603,"This Funding Opportunity Announcement (FOA) seeks applications for research center grants to conduct high-impact research on alcohol and HIV/AIDS. Through this  NOFOA, NIAAA seeks to encourage research applications aimed to address the impact of alcohol use (and related other substance use, mental health, and pharmacological/medication complications) on the most important challenges for controlling and ending HIV/AIDS pandemic. This announcement reflects the high priority topics for research described in the NIH Office of AIDS Research FY2021-FY2025 Strategic Plan for HIV and HIV-Related Research https://www.oar.nih.gov/sites/default/files/NIH_StrategicPlan_FY2021-2025.pdf and research aspects included in the National HIV/AIDS Strategy (2022-2025) https://www.hiv.gov/federal-response/national-hiv-aids-strategy/national-hiv-aids-strategy-2022-2025 focused on ending the HIV epidemic among substance users (c.f. alcohol and drug). In particular, translational studies of alcohol use as a risk factor impacting HIV prevention, treatment effectiveness, and HIV-related comorbidities are strongly encouraged.",Nationwide,Health,1200000,"Apr 18, 2024 12:00:00 AM EDT"
NCI Mentored Clinical Scientist Research Career Development Award to Promote Diversity (K08 Independent Clinical Trial Not Allowed),https://grants.gov/search-results-detail/335641,"The purpose of the NCI Mentored Clinical Scientist Career Development Award (K08) program is to prepare individuals for careers that have a significant impact on the health-related research needs of the nation. This program represents the continuation of a long-standing NIH program that provides support and protected time to individuals with a clinical doctoral degree for an intensive, supervised research career development experience in the fields of biomedical and behavioral research, including translational research. The NCI-sponsored K08 award is specifically designed to promote career development of clinical scientists from backgrounds that have been shown to be nationally underrepresented in health-related science and for those who are committed to a career in basic biomedical, behavioral or translational cancer research, including research on cancer health disparities. The expectation is that through this sustained period of research career development and training, awardees will develop enhanced research capabilities for cancer research careers and be better prepared to compete for research project grants (e.g. R03, R21, or R01) funding.",Nationwide,Education,none,"Sep 07, 2024 12:00:00 AM EDT"
Addressing the Impact of Structural Racism and Discrimination on Minority Health and Health Disparities (R01 - Clinical Trial Optional),https://grants.gov/search-results-detail/345671,The purpose of this initiative is to support intervention research that addresses structural racism and discrimination (SRD) to improve minority health or reduce health disparities.,Nationwide,Education,500000,"Jan 07, 2026 12:00:00 AM EST"
Baltimore Children and Youth Fund on LinkedIn: 2024 Grassroots Fund ...,https://www.linkedin.com/posts/bcyfund_2024-grassroots-fund-application-now-open-activity-7158874393778016257-I0mK,"2024 Grassroots Fund Application Now Open! The BCYF Grassroots Fund addresses traditional gaps in Baltimore’s funding landscape by providing funding for grassroots, Baltimore-based, youth ...",Maryland,Youth Support and Leadership Grants,,
Accelerating the Pace of Child Health Research Using Existing Data from the Adolescent Brain Cognitive Development (ABCD) Study (R21-Clinical Trial Not Allowed),https://grants.gov/search-results-detail/338697,"The Adolescent Brain Cognitive Development (ABCD) Study is collecting data on health and mental health, cognitive function, substance use, cultural and environmental factors, and brain structure and function from youth starting when they are 9-10 years-old repeatedly for 10 years and makes that data available to the scientific community through the NIMH Data Archive. The purpose of this Funding Opportunity Announcement (FOA) is to encourage applications proposing the analysis of this public use dataset to increase knowledge of adolescent health and development. More information about the ABCD Study may be found on the ABCD Study web page (www.abcdstudy.org).",Nationwide,Environment,none,"May 07, 2025 12:00:00 AM EDT"
Advancing Genomic Medicine Research (R21 Clinical Trial Optional),https://grants.gov/search-results-detail/350881,"The National Human Genome Research Institute intends to issue a Funding Opportunity Announcement (FOA) to solicit applications that stimulate innovation and advance understanding of when, where and how best to implement the use and sharing of genomic information and technologies in clinical care in all persons including populations or communities that experience health disparities, such as racial or ethnic minority groups, people with lower socioeconomic (SES) status, underserved rural communities, and sexual and gender minority groups.
The intended FOA will be based on a concept recently approved by the National Advisory Council on Human Genome Research and accompanying discussion. 
This Notice is being provided to allow potential applicants sufficient time to responsive projects. Details of the planned FOA are provided below.",Nationwide,Education,250000,"Feb 11, 2025 12:00:00 AM EST"
Rural Business Development Grant (RBDG),https://grants.gov/search-results-detail/351446,"The purpose of the program is to promote economic development and job creation projects through the awarding of grant funds to eligible entities. Applicationswill compete in two separate categories, business opportunity grants and business enterprise grants, for use in funding various business and community projects that serve rural areas.",Nationwide,Business and Commerce,none,"Feb 28, 2024 12:00:00 AM EST"
Apply for a Research Grant - NCI - National Cancer Institute,https://www.cancer.gov/grants-training/apply-grant,"Step 4: Award Negotiation & Issuance. Before a grant can be awarded and accepted, several pre-award activities must happen to formalize the partnership. Ensuring compliance with federal laws, a review of costs and a negotiation of the appropriate funding level must all happen in order to receive a grant. View and Print Infographic. The NCI ...",Montana,Medical Research Grants,,
Top Grants for College You Should Apply For | Unigo,https://www.unigo.com/scholarships/grants-for-college,"The Department of Education in your state may help you find grants to help you pay for college. Many states offer need based grants in amounts determined by your FAFSA. You may need to maintain a GPA, be a resident and/or pursue specific majors.",California,High School/College Student Grants,,
"MSU Foundation announces 2024 officers, incoming members | Mississippi ...",https://www5.msstate.edu/newsroom/article/2024/01/msu-foundation-announces-2024-officers-incoming-members,"MSU Foundation announces 2024 officers, incoming members. STARKVILLE, Miss.—. The Mississippi State University Foundation is announcing its 2024 leaders and incoming members for the board of directors which guides the fundraising arm of the land-grant institution. Incoming officers with new one-year terms which began this month include three ...",Mississippi,Graduate School Student Grants,,
NIDA Research Center of Excellence Grant Program (P50 Clinical Trial Optional),https://grants.gov/search-results-detail/345364,"This Funding Opportunity Announcement (FOA) is to provide support for research Centers that (1) conduct drug abuse and addiction research in any area of NIDAs mission, (2) have outstanding innovative science, (3) are multidisciplinary, thematically integrated, synergistic, and (4) serve as national resource(s) to provide educational and outreach activities to drug abuse research communities, educational organizations, the general public, and policy makers in the NIDA research fields. It is expected that a Center will transform knowledge in the sciences it is studying. Incremental work should not be the focus of Center activities; rather, new and creative directions are required. The P50 Center of Excellence is expected to foster the career development and mentoring of new investigators who would be given meaningful roles to play in the Center projects. A goal of this program is to create NIDA Centers that are national community resources for furthering drug abuse research by sharing their findings, their data, and their resources as appropriate  for researchers to use and build upon and to advance research in this field.",Nationwide,Education,none,"Nov 18, 2025 12:00:00 AM EST"
How to Apply - Jewish Women's Foundation of Metro Detroit,https://jwfdetroit.org/apply-for-a-grant/,"2024 Timeline. The JWF Grant Cycle will begin in January 2024 and is a Local Grant Cycle Only. Grant applications will open on January 8, 2024 and JWF will continue to accept applications through February 2, 2024. Applicants review grant guidelines and submit a proposal describing their organization, proposed program, and fit with JWF’s mission.",Michigan,Government Organization Grants,,
